Film,Rating,Year,Budget,Actor.Group1,Actor.Group2,Director,Writer
2892754,6.3,2005,16000000,3,28,6.7500001192092896,6.508333484331767
2892901,7.6,2006,16000000,1,47,7.125,7.349999904632568
2892934,6.9,2009,40000000,4,60,7.462499916553497,7.204166541496912
2892969,6.6,2013,16500000,3,49,6.7600000381469725,6.7833333015441895
2893084,6.9,2002,15000000,0,33,6.075000166893005,7.016666730244955
2893183,4.5,2000,15000000,26,4,5.199999968210856,4.799999952316284
2893209,6.8,2011,5295325,1,43,6.800000190734863,6.800000190734863
2893222,5.5,2011,500000,14,4,5.5,5.5
2893270,5.9,2013,30000000,46,30,5.900000095367432,5.900000095367432
2893317,3.7,1977,250000,22,0,3.700000047683716,3.700000047683716
2893328,7.7,1957,750000,0,14,6.699999968210856,7.154545328833841
2893352,8,2004,92000000,0,45,7.825000047683716,7.9666666984558105
2893359,6.5,1995,250000,0,17,6.5,6.5
2893395,8,2007,3926842,2,16,8,8
2893415,5.9,1995,45000000,13,11,6.600000023841858,6.362500071525574
2893428,7.2,1991,7000000,2,29,7.399999936421712,7.699999809265137
2893584,7.6,1935,243000,0,32,7.600000083446503,7.487499952316284
2893587,5.1,2008,18000000,23,17,6.3666666348775225,5.724999904632568
2893859,7.9,1999,90000000,2,71,7.100000040871756,7.257142907097226
2893987,6.5,2009,50000000,5,66,7.149999976158142,6.5
2894035,6.4,2005,80000000,12,78,6.483333349227905,6.65666667620341
2894127,7.5,1998,2139930,0,20,7.5,7.5
2894565,7.9,1999,48000000,2,18,7.825000047683716,7.872222264607747
2894577,6.4,2011,13000000,3,55,6.400000095367432,6.400000095367432
2894631,5.8,2000,500000,13,4,5.650000095367432,5.650000095367432
2894651,6.9,2005,126000000,8,73,6.563636389645663,6.68333337420509
2894676,5.8,1977,6000000,4,2,6,5.72777791817983
2894677,4.4,1996,40000000,14,6,6.138888968361749,5.194444497426351
2894768,7,2003,60000000,4,30,6.559999942779541,6.111111031638252
2894836,6.3,1997,60000000,4,61,6.25,6.4250000317891445
2895029,6.9,1927,422000,0,27,6.900000095367432,7.011111153496636
2895175,6,1985,25000000,2,17,6,6.127777761883206
2895556,7.3,2000,30000,0,8,7.300000190734863,7.199999968210856
2895625,7.6,1993,11000000,2,50,6.380000019073487,6.93124994635582
2895805,6,1994,27000000,1,15,6.433333396911621,6.232000017166138
2895811,5.3,2003,20000000,3,7,5.300000190734863,6.0484524965286255
2895862,5.5,1996,44000000,17,26,5.5,6.070000028610229
2895938,7.2,1984,8000000,2,33,6.119999980926513,6.633333285649617
2895940,6.2,2010,40000000,2,26,5.699999968210856,6.5416665474573765
2895987,5.8,1983,6000000,8,13,7.100000040871756,6.450000115803309
2895994,4.7,2004,4000000,16,4,5.049999952316284,4.699999809265137
2896109,6.5,1977,650000,8,193,6.190909125588157,6.128888946109348
2896240,7.5,1944,3000000,0,42,7.5,7.2888889047834615
2896268,5.8,2005,5000000,21,11,6.933333396911621,5.800000190734863
2896272,8.4,1921,250000,0,54,8.07142870766776,8.01250010728836
2896276,6,2000,60000000,20,27,6.300000031789144,6.059999942779541
2896423,8.1,1979,2000000,0,17,8.100000381469727,6.150000095367432
2896501,6.2,2010,13000000,2,25,6.266666650772095,6.7749998569488525
2896556,5.7,2007,1000000,7,6,5.699999809265137,5.699999809265137
2896756,7.8,1982,20000000,1,62,7.305882341721478,7.800000190734863
2896803,7.6,1927,2500000,0,142,7.3199999809265135,7.049999952316284
2896928,8.1,2010,15000000,0,43,7.900000095367432,8.100000381469727
2896941,7.1,2007,70000000,2,82,7.039999961853027,6.766666571299235
2897151,7.6,2007,20000000,0,49,7.2571428162711005,7.399999916553497
2897181,6.8,1965,364000,1,26,6.728571483067104,6.700000166893005
2897426,5.1,2000,11000000,47,8,5.199999968210856,5.199999968210856
2897456,7.3,2009,809480,0,2,7.300000190734863,7.300000190734863
2897630,6.2,2004,35000000,6,26,7.50769226367657,7.134920627351792
2897637,5.8,1988,2500000,20,7,7.125,6.677777820163303
2897727,7.3,1988,12300000,2,6,6.77142858505249,7.300000190734863
2898002,4.3,2010,150000000,47,20,5.883333285649617,5.9375
2898124,5.5,1998,900,17,0,5.5,5.5
2898332,6.6,1998,8000000,8,43,7.049999952316284,7.049999952316284
2898456,5.6,2010,1800000,15,5,5.599999904632568,4.699999968210856
2898457,3.9,2013,5000000,24,2,3.9000000953674316,4.8750000198682155
2898633,5.6,2003,780000,53,5,5.599999904632568,5.599999904632568
2898645,6,1972,90000,3,9,6.116666674613953,5.924999992052713
2898646,6.6,2009,15000000,1,6,6.599999904632568,6.16666661368476
2898716,7.7,2006,6000000,1,36,6.949999809265137,7.313888721995884
2898992,7.8,1992,40000000,3,37,7.100000040871756,7.526190612591853
2899100,8.1,1971,1300000,0,40,6.928571496691022,7.350000095367432
2899192,2.9,2009,155000,15,0,2.9000000953674316,2.9000000953674316
2899282,7.7,2003,140000000,2,42,7.083333253860474,7.129166583220164
2899304,3.6,2007,3200000,26,1,3.5999999046325684,3.5999999046325684
2899311,3.9,2010,1815540,46,3,3.9000000953674316,3.9000000953674316
2899347,3,2005,15702643.6,25,2,3,3
2899352,6,2007,2200000,10,15,6,6
2899367,5.7,2010,20000000,34,19,5.699999809265137,6.183333237965902
2899394,6.7,1984,15000000,6,20,6.699999809265137,6.699999809265137
2899510,7.6,1988,7000000,1,39,7.305882341721478,7.345000004768371
2899535,6.2,2006,4000000,11,38,6.199999809265137,6.299999952316284
2899541,5.9,1997,4000000,4,14,5.900000095367432,5.900000095367432
2899605,7.4,1971,11000000,0,30,7.549999952316284,7.512500047683716
2899674,5.4,2012,1503444.6,9,3,5.400000095367432,5.400000095367432
2900022,5.3,1992,10000000,13,11,5.400000095367432,5.692592662057759
2900106,5.8,2003,78000000,18,17,6.450000047683716,6.116666793823242
2900111,6.1,2005,6354390,0,32,6.099999904632568,6.099999904632568
2900200,6.6,2011,10000000,10,19,6.599999904632568,5.766666571299235
2900215,6.6,1958,700000,0,38,7.4666666984558105,5.8749998807907104
2900227,5.6,1978,2500000,2,10,6.833333174387614,5.966666618982951
2900285,6.7,2000,60000000,5,46,6.599999904632568,6.337499982118606
2900313,4.7,1972,100000,41,1,4.699999809265137,4.699999809265137
2900381,4.2,2014,70000000,36,6,5.772727186029607,4.479166527589162
2900542,5,1981,18000000,21,17,6.099999904632568,5.176190501167661
2900586,5.9,2005,75000000,14,15,6.542857101985386,6.529111159793915
2901081,6.4,2007,8000000,5,54,6.400000095367432,6.400000095367432
2901158,7.5,2003,50000000,4,102,7.257142952510288,6.8666666348775225
2901535,7.1,1999,9000000,1,34,6.705263137817383,7.1200000762939455
2901575,7.3,2011,40000000,4,52,6.450000047683716,7.075000166893005
2901714,8.5,1994,45000000,2,21,6.867857115609305,7.888456481744111
2901826,7,1963,3000000,1,33,6.989999985694885,7.323809487479074
2902009,7.1,1976,918771.7,0,11,7.099999904632568,7.099999904632568
2902096,7.6,1989,40000000,0,54,7.2499998807907104,7.429999944141933
2902409,6,2006,983417.5,0,7,6,6
2902423,6.7,1987,30000000,2,52,6.233333349227905,6.77521368499495
2902490,5.2,2003,17000000,37,6,6.199999809265137,5.329999876022339
2902620,7.4,1927,18155.4,0,8,7.529411764705882,7.516666809717814
2902705,6.5,2013,215000000,12,97,6.828571455819266,6.765185241346006
2903020,7.1,1980,10000000,1,38,6.3900000095367435,6.972499918937683
2903146,7.8,1962,10000000,1,105,7.530000162124634,6.786666742960611
2903190,6.3,2005,82000000,28,85,6.100000040871756,6.016666756735908
2903203,5,2008,23000000,33,8,5,5
2903283,6.5,2012,70000000,4,21,6.866666634877523,6.7427777873145205
2903312,6.1,1978,4000000,5,47,6.1499998569488525,6.672222163942124
2903321,8.8,2001,93000000,0,59,7.759999990463257,7.881666660308837
2903324,8.9,2003,94000000,0,42,7.759999990463257,7.881666660308837
2903327,8.8,2002,94000000,0,53,7.759999990463257,7.945333337783813
2903338,5.9,1974,160000,38,10,5.900000095367432,5.925000060688365
2903354,5.1,2012,2500000,24,18,6.1166666348775225,6.1166666348775225
2903377,6.4,2010,25000000,7,31,5.75,6.642857195839049
2903391,5.9,2008,6500000,14,23,5.900000095367432,7.400000190734863
2903394,5.4,1999,4000000,21,9,6.300000031789144,6.300000031789144
2903476,6.7,2005,9600000,3,105,6.699999809265137,6.699999809265137
2903705,7.1,2001,40000,0,6,7.099999904632568,7.099999904632568
2903742,7.5,2010,411525,0,1,7.5,7.5
2903774,8.1,1945,1250000,0,56,7.790476231347947,7.76539871658104
2903795,6.4,1997,73000000,7,56,7.231250077486038,6.670833309491476
2903946,3.8,2008,62000000,85,7,3.799999952316284,4.958333273728689
2904045,7.3,1929,650000,0,25,7.75,7.218750149011612
2904173,6.7,2009,65000000,2,79,7.759999990463257,7.602499941984813
2904384,6.5,2012,25000000,3,33,6.850000023841858,6.583333333333334
2904650,7.8,2004,5000000,1,25,6.974999904632568,6.800000031789144
2905022,5.2,2005,20000000,8,9,5.199999809265137,5.199999809265137
2905176,7.9,1942,850000,0,38,7.822222206327651,7.850000047683716
2905206,7.8,1960,2000000,0,15,7.100000095367432,7.608611146608989
2905289,6.1,2009,20000000,6,60,4.959999942779541,5.849999904632568
2905349,6.9,2001,72000000,10,49,8.100000143051147,6.900000095367432
2905359,7.6,1942,928000,0,50,7.790476231347947,7.599048894384633
2906394,8.2,1941,375000,0,15,6.989999985694885,7.254545374350114
2906417,5.5,2005,33000000,22,13,5.899999936421712,5.2722222275204125
2906516,6.7,2001,6500000,1,29,6.433333237965901,6.699999809265137
2906571,5.8,1951,50000,4,5,5.666666746139526,5.0000001192092896
2906740,6.4,1998,35000000,1,25,6.599999904632568,6.72999997138977
2907047,6.4,1970,605180,1,22,6.400000095367432,6.633333404858907
2907071,6.9,1934,60518,0,22,7.529411764705882,7.000000071525574
2907072,7.5,1956,2500000,0,59,7.529411764705882,7.245238104036876
2907105,5.1,1983,19000000,50,10,6.266666650772095,5.541666602094968
2907170,8.1,1962,3200000,0,71,7.600000083446503,7.766666809717814
2907248,7.9,1975,8000000,0,11,6.989999985694885,7.32303034175526
2907323,5.4,2012,15000000,30,7,5.400000095367432,5.637500047683716
2907420,8.1,1962,2200000,1,64,6.711111174689399,7.2555556827121315
2907421,6.6,2004,80000000,3,99,6.960000038146973,6.779166738192241
2907902,5.6,1991,26000000,21,13,5.599999904632568,6.099999904632568
2907908,4.9,2006,9000000,5,6,4.900000095367432,5.1000001430511475
2908024,6.8,1994,18000000,9,33,5.920000076293945,6.300000111262004
2908040,6.6,1932,327627,0,20,6.908333420753479,6.744999933242798
2908152,7.1,2012,32000000,6,142,7.4666666984558105,7.4666666984558105
2908197,3.3,2002,16000000,70,6,3.299999952316284,4.283333321412405
2908272,6.8,2005,10000000,1,36,6.8500001430511475,6.8500001430511475
2908369,8.7,1999,63000000,1,29,7.219999885559082,7.219999885559082
2908374,7.2,2003,150000000,1,63,7.219999885559082,7.219999885559082
2908377,6.7,2003,110000000,2,40,7.219999885559082,7.219999885559082
2908476,7.4,2014,34000000,2,41,7.400000095367432,7.400000095367432
2908532,7.6,1983,9000000,0,83,7.764583180348079,7.771388730075625
2908598,6.5,2011,40000000,7,32,6.057142802647182,6.45
2908639,5,2003,41000000,20,10,5.650000095367432,5.4700000286102295
2908900,6.3,2009,25000000,5,52,6.300000190734863,6.450000166893005
2908976,7.1,2004,30000000,4,20,6.850000023841858,7.0158333102862045
2909028,6.6,2008,5000000,1,37,6.599999904632568,6.599999904632568
2909094,8.6,1977,10000000,0,23,8.450000286102295,8.57000036239624
2909199,4.9,1993,30000000,44,15,6,6
2909241,6.1,2001,34000000,3,39,6.828571455819266,6.099999904632568
2909425,6.2,2008,15000000,5,16,6.324999928474426,6.316666523615519
2909652,6.8,1936,1032000,0,46,6.800000190734863,6.950000158945718
2909719,5.9,2000,8000000,10,18,7.033333381017049,5.825000047683716
2909921,3.7,1998,3000000,14,4,3.700000047683716,3.700000047683716
2910129,6.4,1996,42000000,3,49,6.566666603088379,6.6166667302449556
2910246,7.4,1961,4000000,0,16,6.989999985694885,7.400000095367432
2910297,6.5,2003,60000000,6,38,6.4749999443689985,6.516666650772095
2910368,6.2,2009,1500000,5,33,6.199999809265137,6.199999809265137
2910401,7.5,1986,24500000,0,21,5.857142857142857,7.749999920527141
2910651,4.6,1956,200000,6,10,4.599999904632568,4.599999904632568
2910657,6.9,1970,11000000,1,17,6.950000047683716,7.216666777928671
2910758,6.2,1986,10000000,7,38,4.939999914169311,5.7999999046325685
2910911,7.2,1987,12000000,1,37,5.933333317438762,6.499999890724817
2911245,6.6,1986,25000000,0,28,7.474999964237213,6.7949999332427975
2911279,7.3,1932,218869,0,9,7.1625001430511475,7.041666825612387
2911383,6.9,2003,2269425,0,14,6.899999976158142,7.049999952316284
2911436,6.5,2002,32000000,2,36,6.5,6.225000023841858
2911726,7.3,1932,196000,0,17,7.5,7.127777867847019
2911728,7,1999,80000000,3,14,6.433333396911621,6.930555608537463
2911739,6.3,2001,98000000,4,12,6.433333396911621,6.200000047683716
2911765,7.7,1992,12000000,1,45,7.699999809265137,7.39545447176153
2911773,7.2,2011,45000000,6,92,6.8999998569488525,6.436507807837592
2911841,5.6,1999,15000000,21,12,5.450000047683716,5.524999976158142
2911918,7.2,1970,2420720,0,22,7.125,7.199999809265137
2911930,7.5,2011,4000000,0,29,7.5,7.5
2912112,7.9,2005,493830,0,3,7.900000095367432,7.900000095367432
2912405,6.1,1997,2000000,2,13,5.666666507720947,5.8999998569488525
2912479,6.8,1991,23000000,3,63,4.880000019073487,6.0591667056083685
2912500,7.6,1965,900000,0,14,7.599999904632568,7.599999904632568
2912568,7.4,1965,1300000,0,11,7.400000095367432,7.200000047683716
2912571,6.1,2007,20000000,5,47,6.099999904632568,6.099999904632568
2912599,7.8,1952,188000,0,24,6.816666682561238,7.75000015894572
2912610,6.4,2008,5000000,6,40,6.400000095367432,6.400000095367432
2912703,6.7,2006,30000000,0,38,6.259999942779541,6.949999809265137
2912809,8.1,1924,220000,0,4,8.100000381469727,6.716666804419623
2913099,4.9,1990,36000000,27,3,4.900000095367432,4.900000095367432
2913125,5.9,1988,5000000,13,9,6.8500001430511475,6.050000071525574
2913238,5.3,2009,15000000,14,6,5.300000190734863,4.9250001311302185
2913305,5.8,2002,13000000,60,29,5.800000190734863,5.800000190734863
2913677,5.9,1998,27000000,40,27,7.066666762034099,6.373333422342935
2913685,4.6,2000,25000000,36,9,6.474999904632568,4.599999904632568
2913990,8.1,1955,795000,0,17,8.100000381469727,8.100000381469727
2913991,7.8,1964,3000000,0,18,6.989999985694885,7.374458918633398
2914215,5.4,1974,1500000,19,9,5.400000095367432,5.737500071525574
2914497,8,2004,29000000,2,64,7.166666666666667,7.238888857099745
2914606,6.4,2007,32000000,6,27,6.563636346296831,6.400000095367432
2914626,7.6,1959,3500000,0,37,7.71666677792867,7.6249998807907104
2914657,5.8,2014,42000000,10,7,5.800000190734863,5.800000190734863
2914781,6,1998,15000000,9,50,6,6
2914791,6,1969,175000,1,26,6.400000095367432,6.137499988079071
2915030,5.7,2006,5000000,25,10,5.699999809265137,5.699999809265137
2915417,3.5,1999,7500000,30,2,3.5,3.75
2915423,5.5,2006,25000000,20,12,5.650000095367432,5.81111118528578
2915456,5.9,2001,49000000,17,17,4.350000023841858,5.975000023841858
2915715,7.3,2012,12000000,2,40,7.300000190734863,7.300000190734863
2915750,5.5,2009,10000000,25,25,5.5,5.5
2915820,6.5,1998,5000000,6,22,6.099999904632568,6.399999976158142
2915965,4.5,2001,12000000,17,2,5.4666666984558105,5.290000120798746
2915966,5.1,2003,38000000,16,9,5.099999904632568,6.600000014671912
2916094,6.6,2000,3000000,2,1,6.692307655627911,6.599999904632568
2916234,6.7,2008,35000000,3,39,6.8999998569488525,7.037499845027924
2916289,6.6,2010,100000000,12,97,6.766666730244954,6.3583333889643345
2916332,5.5,2008,15000000,6,13,6.5,6.2166666984558105
2916388,5.4,2006,15000,40,10,5.400000095367432,5.400000095367432
2916452,6.5,2001,7000000,1,49,6.5,6.5
2916585,6.1,2014,40000000,7,59,7.166666666666667,6.099999904632568
2916597,7.6,2001,17000000,0,11,7.640000057220459,7.516666730244954
2916633,5.2,1999,40000000,32,21,5.299999952316284,5.6699999332427975
2916708,7.9,1976,3700000,2,29,7.055555582046509,7.844444539811875
2916789,7.2,1983,10000000,1,24,6.92941177592558,7.224999904632568
2916894,6.1,2008,10000000,2,27,6.762499988079071,6.591666618982951
2916944,5.5,2005,56000000,59,12,5.9666666984558105,5.51428576878139
2917044,5.8,1994,27000000,10,10,6.400000154972076,5.800000190734863
2917337,5.8,2012,12500000,31,21,6.450000047683716,5.783333460489908
2917366,6.5,1947,4258000,0,28,7.529411764705882,6.743157887458802
2917494,6.4,2001,6000000,1,47,5.366666793823242,6.725000023841858
2917566,7.6,1968,1500000,0,33,6.266666650772095,7.00833323597908
2917757,7.1,2004,30000000,2,49,7.749999761581421,7.099999904632568
2917956,4,1998,25000000,19,4,4,4
2917957,7.1,2000,110000000,10,137,6.487500071525574,7.1333333651224775
2918013,7.8,1964,500000,0,21,7.5857142720903665,7.00000015894572
2918076,5,1997,10000000,20,5,5,5.064999997615814
2918085,5.9,1997,50000000,25,39,6,6.133333404858907
2918105,6.4,1985,1896010.69,1,18,6.400000095367432,6.400000095367432
2918223,7.6,1920,89000,0,11,7.599999904632568,7.599999904632568
2918312,3.7,2010,3000000,34,2,3.700000047683716,4.03750001390775
2918354,6.3,1991,6000000,5,15,6.116666674613953,5.849999984105428
2918364,7.3,1996,36000000,6,76,7.600000095367432,6.400000095367432
2918414,6.1,1995,11000000,6,35,6.0333333015441895,6.580000019073486
2918537,4.2,2007,20000000,31,2,4.199999809265137,4.956249922513962
2918539,6.8,2010,500000,4,29,6.800000190734863,6.800000190734863
2918575,5.4,2005,25000000,27,9,5.733333428700765,5.475000063578288
2918677,6.4,2000,140000000,9,48,6.883333285649617,6.183333396911621
2918882,4.9,1997,17000000,21,9,4.900000095367432,4.900000095367432
2918917,7.6,1936,500000,0,19,7.299999952316284,7.366666624281142
2918947,4.8,1996,45000000,17,13,5.575000166893005,5.533333460489908
2919015,7.4,2004,70000000,1,119,6.563636346296831,6.544444455040826
2919244,7.3,2013,36000000,0,54,6.699999968210856,6.8500001430511475
2919255,8.5,2002,35000000,1,83,7.290000057220459,7.789999961853027
2919258,7.6,1993,7000000,0,76,7.299999952316284,7.299999952316284
2919376,7.6,1945,3500000,0,119,7.349999904632568,7.241666634877523
2919616,7.2,1976,6000000,5,53,6.266666650772095,6.712499901652336
2919739,6.7,2012,55000000,0,20,6.699999809265137,6.699999809265137
2919753,5.9,1981,835247,21,5,5.900000095367432,5.900000095367432
2919765,6.2,1991,2000000,1,13,6.300000031789144,6.236250001192093
2919849,7.4,2012,15000000,2,82,7.400000095367432,7.416666746139526
2920070,5.5,1998,4500000,24,13,5.5,5.766666730244954
2920151,6.8,2001,45000000,5,31,7.399999936421712,6.800000190734863
2920402,6.6,2004,165000000,10,34,7.160000038146973,6.787499969913846
2920558,4.7,2011,15000000,56,8,5.549999952316284,4.699999809265137
2920619,6.7,1984,8000000,3,32,6.699999809265137,6.349999904632568
2920747,7.1,1972,5000000,4,32,5.850000023841858,6.553968187362429
2920768,5.9,2012,14000000,27,12,5.900000095367432,5.400000095367432
